abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,fuelType,price
test,bus,1995,automatik,200,andere,150000,benzin,6000
test,limousine,2005,manuell,64,polo,90000,benzin,4000
test,limousine,1997,automatik,75,astra,60000,benzin,350
test,coupe,1991,manuell,185,andere,150000,benzin,4400
test,coupe,2009,automatik,272,andere,125000,benzin,14250
test,,1995,,0,andere,150000,,2720
control,coupe,1993,,0,3er,150000,,0
test,limousine,2000,manuell,147,vectra,150000,benzin,1500
test,limousine,2009,manuell,140,civic,60000,benzin,8500
test,kleinwagen,2004,manuell,60,ka,90000,benzin,1700
test,,1995,,0,3er,150000,,4000
control,suv,2015,manuell,150,kuga,5000,benzin,26400
control,kombi,2015,manuell,125,golf,20000,benzin,20750
control,cabrio,2005,,61,fortwo,60000,benzin,4400
test,,1995,manuell,115,3er,150000,benzin,499
control,kombi,2011,manuell,116,focus,100000,diesel,8300
control,,2018,manuell,151,transporter,150000,,10700
test,,2017,,0,civic,150000,,400
test,limousine,2004,manuell,102,a4,80000,benzin,5990
test,,1997,manuell,260,5er,150000,,8000
test,cabrio,1996,manuell,0,mx_reihe,150000,benzin,3390
control,limousine,2005,manuell,69,ka,125000,benzin,0
test,,2006,automatik,111,modus,70000,,4500
control,limousine,2002,automatik,102,golf,100000,benzin,3800
test,suv,1995,manuell,129,rav,150000,benzin,1800
test,cabrio,2009,manuell,143,1er,150000,benzin,11400
control,kleinwagen,1997,manuell,75,,125000,benzin,333
test,limousine,2007,manuell,80,golf,150000,benzin,3650
control,limousine,2000,manuell,101,passat,125000,benzin,2390
control,limousine,1998,manuell,75,golf,150000,benzin,1500
test,limousine,1986,manuell,54,80,150000,diesel,1300
control,bus,2002,manuell,125,zafira,150000,benzin,2100
test,kleinwagen,2011,manuell,87,corsa,90000,benzin,5750
control,kleinwagen,2004,manuell,58,twingo,125000,benzin,1300
test,limousine,1991,manuell,69,jetta,150000,benzin,500
test,kombi,2003,manuell,190,a4,150000,benzin,4500
test,bus,2003,manuell,125,zafira,150000,benzin,3200
test,limousine,2002,manuell,150,3er,150000,diesel,2200
control,limousine,2009,manuell,140,insignia,70000,benzin,9999
test,coupe,2008,automatik,420,andere,70000,benzin,49999
control,,2016,automatik,0,s_max,150000,,7200
control,limousine,1994,automatik,0,andere,150000,benzin,1300
test,,2000,automatik,54,fortwo,150000,,1400
test,limousine,2013,manuell,90,clio,40000,benzin,10490
test,coupe,2008,manuell,100,500,90000,benzin,6000
test,suv,2005,automatik,350,,150000,lpg,14990
control,,2017,manuell,75,logan,100000,,2650
test,suv,2012,manuell,177,rav,80000,diesel,0
control,kombi,1996,manuell,110,,150000,diesel,1990
control,bus,1998,manuell,141,andere,150000,benzin,300
test,kleinwagen,2001,manuell,56,corsa,150000,benzin,1100
control,kleinwagen,1995,manuell,60,polo,150000,benzin,0
control,kleinwagen,2009,manuell,65,micra,40000,benzin,4500
control,limousine,2001,manuell,163,c_klasse,150000,benzin,1750
test,limousine,2002,manuell,60,punto,125000,benzin,950
control,kombi,2008,manuell,190,a4,150000,diesel,13333
control,bus,2012,manuell,114,transporter,150000,diesel,13800
test,,2016,manuell,116,b_klasse,125000,benzin,9500
test,limousine,2015,manuell,110,golf,20000,benzin,16999
control,kleinwagen,2004,manuell,75,polo,125000,benzin,4999
test,kleinwagen,1997,manuell,0,polo,150000,benzin,199
control,coupe,2009,manuell,140,passat,150000,diesel,11300
control,limousine,2005,manuell,953,colt,150000,diesel,3100
test,,2000,automatik,0,twingo,150000,benzin,200
control,limousine,2000,manuell,74,a4,150000,benzin,700
control,kleinwagen,2000,automatik,41,fortwo,125000,diesel,3000
control,kleinwagen,2004,manuell,90,one,125000,benzin,3990
control,kombi,2000,automatik,101,focus,150000,benzin,1200
control,kombi,2006,automatik,170,passat,125000,diesel,6500
control,kleinwagen,2003,manuell,65,micra,150000,benzin,598
test,kombi,2000,manuell,105,bora,150000,benzin,1200
control,kombi,2012,automatik,170,c_klasse,30000,diesel,22500
control,kombi,2002,manuell,155,a4,150000,diesel,2600
test,,2018,manuell,0,transporter,150000,,4500
test,limousine,2009,automatik,204,e_klasse,100000,benzin,17000
test,cabrio,2000,automatik,218,slk,150000,benzin,8290
test,kleinwagen,2010,manuell,86,andere,50000,benzin,7200
control,suv,2014,manuell,110,yeti,30000,diesel,23699
test,cabrio,2003,automatik,109,2_reihe,70000,benzin,2890
test,kleinwagen,2003,manuell,55,corsa,20000,,1600
test,,2018,manuell,101,passat,150000,,1000
control,kombi,2013,manuell,141,1er,125000,diesel,15780
test,kleinwagen,2004,manuell,69,corsa,150000,diesel,1400
test,kleinwagen,2013,manuell,136,swift,40000,benzin,11250
control,limousine,2005,manuell,0,golf,150000,diesel,2900
test,,2017,manuell,0,andere,150000,,6800
test,limousine,2012,manuell,0,golf,30000,,11499
test,kombi,2006,automatik,140,a4,150000,,4000
test,kombi,2003,manuell,116,3er,150000,benzin,2900
test,coupe,2004,automatik,0,roadster,150000,benzin,3300
control,cabrio,2002,manuell,145,mx_reihe,125000,benzin,4000
test,kleinwagen,2013,manuell,86,i_reihe,30000,benzin,6700
control,kleinwagen,2015,manuell,101,fiesta,20000,benzin,14999
control,bus,1999,automatik,148,andere,150000,benzin,749
test,cabrio,2002,manuell,131,andere,100000,benzin,3300
test,,2017,manuell,115,cooper,150000,,1800
control,kombi,2004,manuell,90,andere,125000,diesel,1950
test,kleinwagen,2002,manuell,75,rio,100000,benzin,799
test,coupe,2011,manuell,250,megane,60000,benzin,17000
control,limousine,2006,manuell,105,golf,150000,diesel,4600
control,kleinwagen,2009,manuell,69,500,60000,benzin,4750
control,limousine,2005,manuell,0,passat,150000,diesel,2500
control,kombi,2002,manuell,136,andere,150000,benzin,990
control,kombi,2003,manuell,150,a6,150000,benzin,5990
control,bus,2005,manuell,68,modus,150000,diesel,2700
control,limousine,2002,manuell,102,a3,150000,benzin,3500
control,kleinwagen,2004,manuell,50,lupo,125000,benzin,2650
test,kombi,2009,manuell,115,focus,150000,diesel,4150
test,bus,2004,manuell,150,vito,150000,diesel,4800
test,kombi,2006,manuell,140,a3,150000,diesel,6700
test,suv,2012,manuell,190,navara,80000,diesel,24300
control,limousine,1999,automatik,125,passat,150000,,799
control,kleinwagen,1999,,0,fiesta,125000,benzin,290
control,cabrio,2003,manuell,170,andere,150000,benzin,8990
test,kombi,2010,automatik,286,3er,100000,diesel,24400
control,limousine,2002,manuell,131,golf,150000,diesel,3800
control,limousine,1995,manuell,71,vectra,150000,benzin,1000
test,kombi,1998,,0,passat,5000,benzin,1100
control,kombi,2008,manuell,143,a4,150000,diesel,10900
control,kombi,2001,manuell,131,passat,150000,diesel,4150
test,limousine,2002,manuell,82,a_klasse,125000,benzin,2500
control,limousine,2013,manuell,122,a_klasse,30000,benzin,16950
control,kleinwagen,2001,automatik,60,arosa,70000,benzin,3500
test,limousine,2004,manuell,102,a_klasse,125000,benzin,4150
test,kleinwagen,1998,manuell,55,micra,150000,benzin,150
test,suv,2007,automatik,272,m_klasse,150000,diesel,16900
control,limousine,2000,manuell,118,3er,150000,benzin,2000
test,kombi,2007,automatik,179,a6,150000,diesel,10350
test,limousine,2000,automatik,197,e_klasse,150000,diesel,2200
control,limousine,2001,manuell,131,a4,125000,benzin,3600
test,kombi,2004,automatik,204,e_klasse,150000,diesel,5500
control,,2018,,0,ka,125000,,1300
test,kleinwagen,2002,manuell,90,one,150000,benzin,3399
control,suv,2000,manuell,63,andere,80000,diesel,4500
control,bus,2011,manuell,150,c_max,60000,benzin,11500
control,suv,2008,automatik,290,cayenne,150000,benzin,15999
test,,2000,,0,,150000,,1500
control,andere,1997,,67,,150000,,470
control,kleinwagen,2004,manuell,75,ibiza,90000,benzin,3990
test,,2018,manuell,40,,150000,,750
control,limousine,2014,manuell,150,golf,20000,diesel,18750
test,,2017,,0,colt,150000,benzin,1690
test,kleinwagen,2007,manuell,80,polo,125000,benzin,5200
test,andere,2007,manuell,160,ducato,150000,diesel,4400
test,limousine,2011,automatik,177,x_reihe,40000,diesel,19999
test,limousine,1997,manuell,150,a4,150000,benzin,1500
test,kombi,2011,manuell,105,golf,150000,diesel,8499
control,kombi,2000,manuell,90,focus,150000,diesel,1000
test,kleinwagen,2001,manuell,55,seicento,150000,benzin,500
control,kleinwagen,1999,manuell,60,punto,150000,benzin,550
test,kombi,1996,manuell,150,a6,150000,,0
control,limousine,2000,automatik,116,a4,150000,diesel,3000
test,kombi,2010,manuell,160,a4,150000,benzin,13999
test,suv,2009,manuell,136,kuga,90000,diesel,16800
test,kleinwagen,2014,manuell,90,a1,20000,diesel,14990
test,bus,2003,manuell,128,andere,150000,diesel,899
test,kombi,1997,manuell,239,v70,150000,benzin,200
control,limousine,2012,automatik,306,c_klasse,80000,benzin,26290
test,limousine,2007,,0,a4,150000,diesel,3600
test,bus,2004,manuell,174,transporter,150000,diesel,4500
test,kombi,2007,manuell,111,megane,125000,benzin,3500
test,limousine,2008,manuell,0,fabia,150000,benzin,2999
control,,2017,manuell,170,exeo,150000,diesel,8300
test,suv,2014,manuell,140,q3,30000,diesel,29500
control,bus,1997,manuell,84,transporter,150000,benzin,2200
test,coupe,2002,automatik,167,c_klasse,150000,benzin,1800
test,,2017,manuell,0,focus,125000,benzin,200
test,cabrio,1971,automatik,170,sl,5000,benzin,185000
control,kombi,1999,manuell,110,4_reihe,150000,,500
test,kombi,2012,manuell,105,octavia,150000,diesel,7999
test,bus,2002,manuell,101,zafira,150000,diesel,1550
test,,2016,automatik,233,q7,150000,,16500
control,limousine,2009,automatik,110,focus,150000,diesel,6600
test,kleinwagen,1999,manuell,73,lupo,150000,benzin,850
test,limousine,1994,manuell,122,c_klasse,150000,benzin,550
test,bus,2011,,140,alhambra,125000,diesel,16000
control,kombi,2005,manuell,139,laguna,150000,diesel,2500
test,,2000,,0,,100000,,0
test,limousine,2004,automatik,231,5er,150000,diesel,8000
control,kleinwagen,2015,automatik,90,polo,20000,diesel,15900
control,kleinwagen,2013,manuell,68,c1,30000,benzin,6290
control,cabrio,1995,manuell,150,spider,150000,benzin,2900
control,kombi,1997,manuell,116,v40,150000,benzin,850
control,kombi,2013,automatik,163,v70,150000,diesel,16900
control,limousine,2002,manuell,150,3er,150000,diesel,2400
test,limousine,2011,manuell,143,3er,70000,benzin,16900
control,,2016,manuell,39,swift,150000,benzin,100
test,limousine,2009,manuell,69,polo,125000,diesel,5800
control,coupe,1969,automatik,300,andere,100000,benzin,16900
test,kleinwagen,2009,manuell,69,polo,100000,diesel,6700
test,kleinwagen,1991,manuell,70,golf,150000,benzin,1899
control,kleinwagen,2001,manuell,58,corsa,150000,benzin,1450
test,cabrio,2000,manuell,150,80,150000,benzin,3500
test,bus,2006,manuell,131,transporter,80000,diesel,17800
control,limousine,2011,manuell,211,golf,125000,benzin,13900
test,kombi,2001,manuell,170,e_klasse,150000,benzin,3990
control,limousine,2004,manuell,75,golf,125000,benzin,4200
test,,2017,manuell,101,polo,150000,diesel,7250
control,limousine,1994,manuell,90,escort,125000,benzin,650
test,,2017,manuell,115,80,150000,benzin,1150
test,bus,1976,manuell,65,transit,50000,benzin,7500
test,suv,2012,manuell,150,andere,70000,diesel,17900
test,kleinwagen,2008,manuell,68,c1,70000,benzin,3200
test,limousine,1995,manuell,95,c_klasse,150000,diesel,850
test,limousine,2009,manuell,170,a3,90000,diesel,16500
control,kombi,1998,manuell,125,passat,150000,benzin,650
test,,2017,,131,sharan,150000,diesel,6700
test,coupe,2011,automatik,170,e_klasse,90000,diesel,22900
control,limousine,1989,manuell,113,80,150000,benzin,550
control,limousine,2004,manuell,140,s60,150000,benzin,2899
control,cabrio,1998,manuell,193,slk,150000,benzin,4899
control,bus,2003,manuell,100,transit,150000,diesel,2199
control,kleinwagen,2004,manuell,250,andere,150000,benzin,4199
control,suv,2004,manuell,163,andere,150000,diesel,4500
test,kleinwagen,2010,manuell,192,corsa,80000,benzin,13999
control,coupe,2000,manuell,90,tigra,150000,benzin,215
control,kleinwagen,2000,manuell,55,arosa,150000,benzin,2000
control,limousine,2004,automatik,143,c_klasse,100000,benzin,6990
control,bus,2006,automatik,111,scenic,125000,benzin,4000
control,kombi,2003,automatik,0,e_klasse,150000,diesel,1699
control,bus,2004,manuell,109,vito,150000,diesel,3500
test,coupe,1992,automatik,299,andere,150000,benzin,19900
test,kleinwagen,1999,manuell,55,lupo,150000,benzin,900
test,limousine,2002,manuell,0,147,150000,,850
test,kombi,2006,manuell,116,a3,125000,benzin,6800
control,,2000,,0,,150000,,500
control,limousine,2010,manuell,0,3er,20000,diesel,100
test,limousine,1995,manuell,102,3er,150000,benzin,500
test,,2017,manuell,75,polo,150000,,800
test,limousine,2012,manuell,143,3er,125000,diesel,16800
control,limousine,2008,manuell,116,astra,150000,benzin,5000
control,kleinwagen,1999,manuell,45,polo,150000,benzin,200
control,kombi,2007,manuell,140,a6,100000,diesel,14500
test,limousine,1995,automatik,125,a4,150000,benzin,0
test,kleinwagen,2013,manuell,101,corsa,60000,benzin,8400
control,limousine,2002,automatik,333,7er,150000,lpg,4500
control,bus,1999,manuell,140,espace,150000,benzin,500
control,kleinwagen,2008,manuell,58,clio,150000,benzin,2300
control,,2017,,193,,150000,benzin,3900
test,kombi,2003,automatik,131,a4,150000,diesel,3990
test,limousine,1988,manuell,101,andere,150000,benzin,1900
control,coupe,1996,manuell,90,andere,150000,benzin,250
control,kombi,2006,manuell,136,focus,150000,diesel,3500
control,cabrio,2002,manuell,125,astra,150000,benzin,1300
control,kleinwagen,2005,manuell,65,picanto,100000,benzin,1499
control,bus,2009,manuell,130,transporter,150000,diesel,25999
control,bus,2002,manuell,102,transporter,150000,diesel,4300
test,coupe,2003,automatik,171,clk,125000,benzin,13399
test,cabrio,2002,manuell,136,2_reihe,150000,benzin,2900
test,kleinwagen,2004,automatik,0,fortwo,70000,benzin,1200
control,kombi,2001,manuell,193,5er,150000,diesel,4500
test,suv,2000,manuell,118,andere,70000,benzin,2350
test,coupe,2007,automatik,286,3er,125000,diesel,22580
test,kleinwagen,2004,manuell,95,forfour,150000,diesel,1600
test,kombi,1998,manuell,147,andere,150000,benzin,800
test,cabrio,1999,automatik,218,clk,100000,benzin,8500
control,kombi,1999,manuell,102,c_klasse,150000,diesel,1700
test,kombi,2000,manuell,93,mondeo,150000,benzin,1400
test,kombi,1996,manuell,150,golf,150000,diesel,700
test,limousine,1998,manuell,170,mondeo,150000,benzin,580
control,kombi,1998,manuell,90,6_reihe,150000,benzin,890
test,kombi,1996,manuell,150,a4,150000,benzin,599
control,suv,2002,automatik,111,,150000,diesel,3200
test,cabrio,2003,manuell,110,mx_reihe,125000,benzin,4990
test,limousine,1999,manuell,101,astra,150000,benzin,900
test,kombi,2008,manuell,120,2_reihe,90000,benzin,5000
control,limousine,2000,manuell,150,golf,150000,benzin,1900
control,limousine,2000,manuell,116,vectra,125000,benzin,899
control,kleinwagen,2010,manuell,150,corsa,90000,benzin,5000
test,,2000,manuell,101,passat,150000,,500
control,kombi,2000,manuell,0,andere,150000,,650
test,kombi,1998,manuell,136,e_klasse,150000,benzin,0
test,bus,2002,automatik,147,zafira,150000,benzin,2990
control,limousine,1990,automatik,75,andere,125000,diesel,6000
test,,2016,manuell,200,golf,150000,,9300
control,kombi,2012,automatik,163,5_reihe,80000,hybrid,20880
control,coupe,2000,automatik,231,z_reihe,100000,benzin,17500
control,coupe,2003,manuell,143,c_klasse,150000,benzin,5250
control,kleinwagen,2004,manuell,73,c2,150000,benzin,1000
control,bus,2001,manuell,102,scenic,150000,diesel,430
control,kombi,2012,manuell,143,a4,125000,diesel,14300
control,kleinwagen,2003,manuell,65,micra,80000,benzin,2200
test,limousine,1996,manuell,170,vectra,150000,benzin,999
test,limousine,1995,automatik,211,7er,150000,,1750
control,coupe,1991,manuell,160,900,150000,benzin,18900
control,limousine,1996,manuell,136,omega,150000,benzin,550
test,bus,2007,manuell,120,ducato,150000,diesel,2750
control,limousine,2009,manuell,170,3er,100000,benzin,13998
test,cabrio,2002,manuell,101,astra,125000,benzin,3900
control,kleinwagen,1996,manuell,60,polo,150000,benzin,150
test,kombi,1997,manuell,116,vectra,150000,benzin,1299
test,cabrio,2004,manuell,163,a4,150000,diesel,6990
control,kleinwagen,2012,manuell,77,i_reihe,20000,benzin,7999
test,kombi,1999,manuell,110,zafira,150000,diesel,1700
control,suv,2008,automatik,171,navara,150000,diesel,8900
control,limousine,2008,manuell,115,c_klasse,90000,benzin,10900
test,limousine,1999,manuell,82,a_klasse,150000,benzin,980
test,,2017,automatik,60,punto,125000,benzin,2200
test,kleinwagen,2004,manuell,100,ibiza,150000,benzin,0
test,kombi,2007,manuell,109,c5,150000,diesel,2650
test,kombi,1996,manuell,190,golf,150000,benzin,6700
test,limousine,2010,manuell,163,c5,125000,diesel,11300
control,kombi,2003,manuell,150,3er,150000,,3800
test,kleinwagen,2009,manuell,0,sandero,60000,benzin,2500
control,cabrio,2004,manuell,0,beetle,60000,benzin,7800
test,,2000,manuell,75,,150000,benzin,850
test,limousine,2006,manuell,90,astra,150000,benzin,3600
test,limousine,2008,manuell,156,c_klasse,125000,benzin,10790
control,kleinwagen,2000,manuell,0,ibiza,150000,benzin,850
control,coupe,1998,manuell,241,tt,150000,benzin,5890
test,suv,2007,automatik,190,m_klasse,150000,diesel,6900
test,kombi,2002,manuell,204,3er,150000,diesel,4900
control,limousine,2010,manuell,105,golf,150000,diesel,8350
test,kombi,2000,manuell,131,mondeo,150000,benzin,1250
control,kombi,2001,automatik,101,golf,150000,diesel,1200
control,kombi,1996,manuell,90,galaxy,150000,diesel,1100
test,cabrio,2008,manuell,140,3_reihe,125000,benzin,6500
test,limousine,2011,automatik,160,insignia,40000,diesel,7500
test,,2017,manuell,45,,150000,,1599
control,limousine,2010,manuell,142,ceed,50000,benzin,8990
control,,2017,automatik,0,,150000,diesel,1450
control,kombi,2004,manuell,0,primera,150000,benzin,1111
test,,2005,manuell,0,carnival,150000,,900
control,limousine,2007,manuell,500,5er,100000,,0
test,kombi,2000,automatik,131,mondeo,150000,benzin,1950
control,kleinwagen,2015,automatik,75,up,5000,benzin,9200
control,limousine,1998,manuell,165,a6,150000,benzin,2499
control,kleinwagen,1999,manuell,50,lupo,150000,benzin,1000
control,cabrio,2003,manuell,110,mx_reihe,150000,benzin,3400
control,limousine,2000,manuell,75,golf,150000,benzin,1800
test,,2016,manuell,136,vectra,150000,,350
test,kleinwagen,1999,manuell,101,golf,150000,benzin,1340
test,coupe,1992,manuell,125,cr_reihe,150000,benzin,1400
control,kombi,2002,manuell,129,c_klasse,150000,benzin,1900
test,coupe,2000,manuell,60,2_reihe,125000,,350
test,cabrio,2001,automatik,300,911,150000,benzin,24750
control,limousine,2010,automatik,170,leon,100000,diesel,13990
control,kombi,2008,manuell,109,clubman,150000,diesel,8199
test,limousine,1999,manuell,75,golf,150000,benzin,1999
test,cabrio,2013,automatik,71,fortwo,10000,benzin,8990
control,cabrio,2009,manuell,143,1er,90000,diesel,16900
control,bus,2005,automatik,91,andere,125000,diesel,4150
test,kleinwagen,1994,automatik,75,golf,150000,benzin,999
test,kombi,2005,manuell,75,fabia,125000,benzin,2900
control,,2016,manuell,0,swift,90000,benzin,500
control,kleinwagen,1998,automatik,150,golf,150000,benzin,2200
control,kleinwagen,2011,manuell,86,ibiza,70000,benzin,7000
test,kombi,2002,manuell,109,,150000,benzin,2300
test,kleinwagen,2005,manuell,54,polo,150000,benzin,2600
test,limousine,2001,manuell,131,passat,150000,diesel,2990
test,kleinwagen,2003,manuell,51,ka,150000,benzin,0
test,kombi,2004,manuell,136,6_reihe,150000,diesel,2000
control,,2017,manuell,0,,150000,,4111
control,bus,2007,manuell,80,golf,50000,benzin,7999
control,,2016,manuell,101,astra,5000,,850
control,kombi,2009,,0,,125000,diesel,9500
control,limousine,2008,manuell,140,a_klasse,150000,diesel,5500
test,,2005,automatik,170,stilo,150000,benzin,1650
control,bus,2005,manuell,129,sprinter,150000,diesel,4900
control,kleinwagen,2000,manuell,75,fiesta,150000,benzin,210
test,bus,1998,,0,andere,150000,benzin,400
control,limousine,1998,automatik,190,andere,150000,benzin,4750
control,limousine,2005,automatik,150,e_klasse,150000,diesel,8200
test,,1995,manuell,0,6_reihe,150000,benzin,400
control,kombi,2004,manuell,88,3_reihe,150000,benzin,2300
test,limousine,2009,manuell,122,1er,5000,benzin,11999
test,kleinwagen,2000,manuell,0,clio,150000,benzin,400
control,kleinwagen,2000,manuell,68,yaris,150000,benzin,2300
test,kleinwagen,1998,manuell,58,twingo,150000,benzin,0
control,suv,2006,automatik,313,touareg,150000,diesel,12790
test,kombi,2009,manuell,105,astra,150000,diesel,4490
control,kleinwagen,2008,manuell,71,fortwo,150000,benzin,4200
test,kleinwagen,2009,manuell,69,ka,125000,benzin,3600
test,,2000,manuell,60,astra,150000,,150
test,limousine,1998,manuell,101,a3,150000,benzin,2999
test,,1970,manuell,0,,20000,,800
control,kleinwagen,1996,manuell,60,clio,80000,benzin,650
test,limousine,2005,manuell,54,polo,80000,benzin,1699
test,bus,2007,automatik,131,transporter,60000,diesel,13400
test,,2017,manuell,101,golf,150000,,1750
control,kombi,2011,manuell,156,c_klasse,100000,benzin,19200
control,bus,2002,manuell,110,ducato,150000,diesel,2700
control,cabrio,2012,manuell,245,z_reihe,40000,benzin,29500
test,bus,2000,manuell,109,,125000,diesel,650
test,kleinwagen,2003,automatik,75,lupo,100000,benzin,3690
control,kleinwagen,2008,manuell,78,punto,125000,benzin,3400
control,andere,1984,manuell,120,andere,150000,diesel,3500
test,kombi,2000,manuell,145,mondeo,150000,benzin,950
control,suv,1999,automatik,218,m_klasse,150000,lpg,2650
control,kleinwagen,2013,manuell,69,,20000,benzin,6999
control,bus,2005,automatik,0,touran,150000,diesel,0
test,kombi,2013,manuell,105,golf,60000,diesel,14489
control,suv,2013,manuell,140,tiguan,70000,diesel,23950
test,kleinwagen,2004,manuell,60,corsa,150000,benzin,1499
control,cabrio,2004,manuell,95,ka,125000,benzin,3200
control,limousine,2006,manuell,170,andere,150000,benzin,0
control,kombi,2000,manuell,150,156,150000,benzin,1400
control,kleinwagen,2011,manuell,128,andere,60000,diesel,8990
test,kleinwagen,2009,manuell,54,panda,80000,benzin,1590
test,limousine,1995,manuell,0,primera,150000,benzin,300
control,coupe,2001,manuell,343,m_reihe,150000,,8900
control,kombi,2009,manuell,116,astra,150000,benzin,4400
test,limousine,2010,manuell,170,golf,125000,diesel,13490
test,cabrio,2002,manuell,110,3_reihe,150000,benzin,950
test,,2017,manuell,90,,150000,diesel,1350
test,kombi,2010,manuell,101,focus,150000,benzin,5899
test,kombi,2003,manuell,170,v70,150000,benzin,2799
test,kleinwagen,2004,manuell,90,one,90000,benzin,4900
test,coupe,1979,manuell,95,andere,150000,benzin,7950
control,kleinwagen,1991,manuell,45,polo,100000,benzin,500
test,limousine,2000,manuell,0,a6,150000,lpg,1680
control,,1980,,0,andere,50000,,1350
test,andere,2000,manuell,94,andere,150000,diesel,1690
control,limousine,1998,manuell,102,a_klasse,150000,benzin,890
test,suv,1997,automatik,125,pajero,150000,diesel,2900
test,kleinwagen,2005,,80,fiesta,40000,benzin,3300
test,kleinwagen,1990,manuell,90,golf,150000,benzin,550
test,limousine,2006,automatik,224,e_klasse,150000,diesel,11850
control,limousine,1996,automatik,75,golf,70000,benzin,1950
control,,2017,manuell,60,fiesta,150000,benzin,1000
control,suv,2014,automatik,170,glk,40000,diesel,37950
control,coupe,1992,automatik,150,3er,150000,benzin,400
control,bus,2006,automatik,199,transporter,150000,diesel,16990
control,bus,2006,manuell,120,zafira,150000,diesel,4500
control,limousine,2001,manuell,90,civic,150000,benzin,2000
test,limousine,2003,automatik,143,c_klasse,150000,benzin,4500
test,cabrio,1990,manuell,98,golf,150000,benzin,5900
control,limousine,1996,automatik,125,a4,150000,benzin,1350
control,limousine,2001,automatik,136,c5,150000,benzin,1100
control,limousine,1999,manuell,119,,150000,,250
test,limousine,1999,automatik,136,astra,150000,benzin,2399
test,kombi,2002,manuell,164,a6,150000,,1700
test,bus,2011,manuell,90,note,80000,diesel,7250
control,kombi,2008,manuell,170,passat,150000,diesel,9700
test,kleinwagen,1999,manuell,60,polo,150000,benzin,1100
test,limousine,2005,automatik,256,a6,150000,benzin,5000
test,bus,2010,automatik,150,viano,60000,diesel,22999
test,cabrio,1996,manuell,75,golf,150000,benzin,950
control,limousine,2009,manuell,125,focus,125000,benzin,6500
test,kombi,2015,automatik,272,andere,20000,diesel,55999
test,limousine,1987,manuell,170,3er,150000,benzin,8500
control,,2016,manuell,54,lupo,100000,benzin,888
control,limousine,2014,automatik,184,c_klasse,10000,benzin,31900
control,kombi,2012,manuell,170,a4,70000,benzin,19900
test,cabrio,1982,manuell,108,andere,100000,benzin,10000
test,kombi,2005,manuell,90,astra,150000,benzin,2500
control,suv,2005,automatik,209,xc_reihe,150000,benzin,8900
test,kombi,1991,manuell,75,kadett,150000,benzin,599
control,kleinwagen,2008,manuell,109,2_reihe,150000,diesel,3150
test,limousine,1997,manuell,125,a4,150000,,300
control,cabrio,2013,automatik,140,golf,20000,diesel,22000
test,suv,1995,manuell,0,cherokee,150000,,0
test,suv,2005,manuell,0,rav,100000,benzin,8000
control,kleinwagen,1998,manuell,75,lupo,150000,benzin,300
control,,2017,manuell,102,,150000,,1100
control,,2017,manuell,75,astra,150000,benzin,1100
control,limousine,2005,automatik,231,e_klasse,150000,benzin,8750
test,kombi,1999,manuell,105,nubira,125000,benzin,1500
test,limousine,2008,automatik,116,a_klasse,40000,benzin,10900
control,coupe,2008,automatik,150,c_klasse,150000,diesel,9250
test,kombi,2010,manuell,112,2_reihe,80000,diesel,7000
control,,2015,,0,,125000,,0
control,bus,1992,automatik,110,transporter,150000,benzin,3800
test,limousine,2013,automatik,184,golf,40000,diesel,28000
test,cabrio,2006,manuell,109,2_reihe,125000,benzin,4500
control,kleinwagen,2013,manuell,87,andere,30000,benzin,8590
test,kombi,2008,automatik,224,e_klasse,150000,diesel,12400
test,kombi,1997,automatik,170,mondeo,5000,benzin,0
control,bus,2003,manuell,107,scenic,125000,benzin,1700
control,limousine,2002,manuell,109,3_reihe,150000,lpg,2990
test,bus,2002,manuell,116,alhambra,150000,diesel,2400
test,suv,2012,automatik,245,touareg,70000,diesel,35900
control,kombi,2000,manuell,116,mondeo,150000,benzin,500
control,kombi,1991,automatik,90,e_klasse,150000,diesel,2250
test,kombi,2004,manuell,179,a6,150000,diesel,7390
control,kombi,2003,manuell,64,fabia,150000,benzin,1950
test,kombi,1998,automatik,170,5er,150000,benzin,2400
test,kleinwagen,2000,manuell,44,fiesta,150000,benzin,500
control,kleinwagen,2009,manuell,109,cooper,90000,diesel,10400
test,kleinwagen,1993,manuell,75,golf,150000,benzin,300
control,,2016,manuell,116,3er,150000,,750
control,kleinwagen,2000,manuell,75,2_reihe,150000,benzin,950
control,limousine,1997,manuell,60,golf,150000,benzin,900
test,kombi,2008,manuell,105,golf,150000,diesel,4900
control,limousine,2003,manuell,170,mondeo,150000,lpg,2600
control,,2016,manuell,101,vectra,150000,benzin,1300
test,cabrio,1998,automatik,115,megane,90000,benzin,2800
test,,2017,manuell,0,twingo,150000,benzin,0
test,kleinwagen,2014,manuell,170,cooper,20000,diesel,24000
control,,2018,manuell,82,astra,150000,,1000
control,kleinwagen,1998,manuell,65,corsa,150000,benzin,700
test,limousine,1998,manuell,101,golf,150000,benzin,2890
test,kombi,1998,manuell,101,vectra,150000,benzin,395
control,limousine,2006,manuell,88,3_reihe,150000,benzin,2590
test,cabrio,2000,manuell,120,,125000,benzin,1000
test,kleinwagen,2001,automatik,75,andere,50000,benzin,2399
control,kombi,2007,manuell,170,a4,30000,diesel,6499
